Energy (eV),OscStrength,Normalized f,Peak Intensity,Spectral Area,Mean Energy,Variance,ε₁ (Real dielectric),ε₂ (Imag dielectric),n (Refractive index),κ (Extinction coeff),α (Absorption cm^-1),System
6.509802556458695,3.1490071387195606e-10,3.2325560489310125e-11,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.679995036966304,0.0054705802617982,1.637069891204862,0.0016708450540422,4.57786719910029e-05,CaF2
6.509947943817576,7.891568912964958e-11,8.100946648070663e-12,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.6799752647172737,8.017520831434446e-07,1.6370629996177095,2.448510635667292e-07,6.708705175838407e-09,CaF2
6.513145307613873,1.2407453870631292e-08,1.2736646280722689e-09,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.6795405780584685,2.5415479126474376e-06,1.6369302300522983,7.762918637771073e-07,2.1280165327702068e-08,CaF2
6.513185088690581,1.2582355367029764e-08,1.2916188233231523e-09,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.679535171508804,6.961614312054103e-07,1.636928578621819,2.1283115233608637e-07,5.834287312183447e-09,CaF2
6.513290685362611,1.1814013050590193e-08,1.2127460391964601e-09,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.67952082032982,7.763778338971278e-06,1.6369241950485809,2.3714391640808053e-06,6.500872446944567e-08,CaF2
6.513330462638999,1.1188682210618274e-08,1.148553838280832e-09,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.679515414453827,8.942133101700333e-06,1.636922543818518,2.7313873179899124e-06,7.48765107130155e-08,CaF2
6.530191954905324,1.7182788366341973e-06,1.7638679121478727e-07,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.6772277451924733,0.5856151151956335,1.6458668990055538,0.177904761177671,0.0048895930421051,CaF2
6.532139010244069,0.0021986021387319712,0.00022569350686326366,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.676964076554184,1.6923111867387544,1.709384406432109,0.4950060326895721,0.0136089652804346,CaF2
6.532272323449575,0.0026046709118432605,0.0002673777587870823,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.676946027144596,1.7078435597832635,1.7105969353464017,0.4991952003694603,0.0137244161671389,CaF2
6.536658235776402,0.001682178543826779,0.00017268098126447222,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.6763524823212,0.1099456715216817,1.636301060256028,0.0335957954780285,0.0009242722273539,CaF2
6.591628824953226,0.005314615130389512,0.0005455621575525068,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.668957309620475,0.135208206010612,1.6342180422001986,0.0413678598935856,0.0011476646215283,CaF2
6.598495757921081,0.003453877712765001,0.00035455153960706263,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.668039203221591,2.425470498552195,1.7711262439649504,0.684725469688256,0.0190160635627826,CaF2
6.598881851176495,0.0017512936412819248,0.0001797758659855635,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.667987620127062,1.6439969297897563,1.7032052964187845,0.4826185467032301,0.013403973364561,CaF2
6.600159544197683,0.004762046334042696,0.0004888392119891719,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.6678169453108973,1.3602412917417803,1.6826164127756242,0.4042042147615636,0.0112283118871811,CaF2
6.600526670879907,0.005623888684472274,0.0005773100721803262,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.6677679124271547,1.2172049962248768,1.6733350485277334,0.3637062993737632,0.0101038899964635,CaF2
6.605403397709502,3.660730460750753e-07,3.757856325221786e-08,0.08865519618900977,0.013055840931504543,4.4647351177635475,6.108272650809644,2.667116925608355,0.0096352686523133,1.633133683355659,0.0029499326205029,8.201072247255946e-05,CaF2
